url,word_count,sentence_count,flesch_reading_ease,top_keywords,embedding
https://guardiandigital.com/resources/blog/guide-on-phishing,2009,140,55.58231594784354,phishing|attacks|email|protection|security,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://cofense.com/blog,189,5,9.174534759358323,phishing|october|2025|defense|cybersecurity,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://www.connectwise.com/blog/phishing-prevention-tips,0,1,100.0,content,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://www.phriendlyphishing.com/blog,21,2,48.63500000000002,phishing|conditions|date|stay|privacy,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://inspiredelearning.com/blog/phishing-protection-checklist/,10,1,35.94500000000002,remotely|inspired|march|2020|solution,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://en.wikipedia.org/wiki/SD-WAN,3661,240,31.980216377676328,wan|sd|retrieved|network|edit,"[0.        ,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.00598845,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.00651263,0.        ,0.        ,
 0.00662907,0.01786119]"
https://www.cisco.com/site/us/en/learn/topics/networking/what-is-sd-wan.html,547,32,26.68775414104485,wan|sd|cloud|mpls|network,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://www.fortinet.com/resources/cyberglossary/sd-wan-explained,32,2,0.37083333333336554,sd|wan|watch|secure|fortinet,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://www.hpe.com/us/en/what-is/sd-wan.html,0,1,100.0,content,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://remotedesktop.google.com/,205,9,50.41897018970192,computer|screen|chrome|remote|desktop,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://support.microsoft.com/en-us/windows/how-to-use-remote-desktop-5fe128d5-8fb1-7a23-3b8a-41e636865e8c,0,1,100.0,content,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://support.apple.com/guide/remote-desktop/welcome/mac,50,4,57.095500000000015,files|computers|computer|manage|control,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://en.wikipedia.org/wiki/Remote_desktop_software,2244,133,27.586658196134607,remote|desktop|software|computer|retrieved,"[0.        ,0.        ,0.        ,0.01048984,0.        ,0.        ,
 0.        ,0.0108748 ,0.        ,0.02537546,0.        ,0.        ,
 0.        ,0.        ,0.01181505,0.01379832,0.        ,0.        ,
 0.00702251,0.0075685 ]"
https://www.cloudflare.com/learning/access-management/what-is-ztna/,0,1,100.0,content,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://www.fortinet.com/solutions/enterprise-midsize-business/network-access/application-access,56,4,42.85976190476194,fortinet|ztna|access|watch|application,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://www.microsoft.com/en-us/security/business/security-101/what-is-zero-trust-network-access-ztna,94,4,12.88250000000005,access|network|ztna|perimeter|security,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://www.zscaler.com/resources/security-terms-glossary/what-is-zero-trust-network-access,1715,107,29.006533053245306,ztna|access|network|vpns|users,"[0.        ,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.00690953,0.00960674,0.        ,
 0.        ,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ]"
https://www.efax.com/,1468,81,39.25117741130771,fax|efax|faxes|faxing|online,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://sign.dropbox.com/products/dropbox-fax,789,39,46.885716382853786,fax|dropbox|faxes|sign|send,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://www.fax.plus/,338,26,34.69024216524218,fax|faxes|faxing|send|online,"[0.        ,0.06184851,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ]"
https://comfax.com/reviews/free-fax/,5213,244,60.59554453856677,fax|free|faxes|faxing|send,"[0.        ,0.00583104,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.10112368,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.00249944,0.        ,0.        ,
 0.        ,0.        ]"
https://nytlicensing.com/latest/trends/content-marketing-best-practices-2022/,2759,129,39.69196192215662,content|marketing|audience|brand|industry,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://copyblogger.com/content-marketing/,6290,293,49.19552317582071,content|marketing|audience|podcast|blog,"[0.        ,0.06724398,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.01413535,0.00491331,0.        ,
 0.        ,0.        ,0.        ,0.00384316,0.        ,0.        ,
 0.        ,0.        ]"
https://www.twilio.com/en-us/blog/insights/content-marketing-best-practices,5740,354,51.813602490658326,content|marketing|best|practices|create,"[0.        ,0.01634287,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.00858858,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.00934036,0.        ,0.        ,
 0.00950736,0.00512327]"
https://www.akkio.com/beginners-guide-to-machine-learning,21039,915,44.02049069146045,data|learning|machine|ai|models,"[0.        ,0.02168128,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.00776867,0.0043205 ,0.        ,
 0.        ,0.        ,0.        ,0.00168974,0.        ,0.        ,
 0.00515984,0.00185367]"
https://medium.com/@amitvsolutions/machine-learning-101-the-complete-beginners-guide-to-machine-learning-686a30cbcf6b,3190,139,38.14764452251677,learning|data|model|machine|supervised,"[0.        ,0.01285492,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.01013336,0.00704452,0.        ,
 0.        ,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.0056087 ,0.00604477]"
https://realpython.com/tutorials/data-science/,360,19,-28.190712861415733,2025intermediatedata|sciencepython|science|jan|oct,"[0.        ,0.        ,0.04990074,0.04813429,0.07785506,0.        ,
 0.07485111,0.02495037,0.02256237,0.02910984,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.01582895,0.        ,0.        ,
 0.        ,0.01736464]"
https://www.geeksforgeeks.org/data-science/data-science-with-python-tutorial/,488,11,-5.372942830365503,data|plot|python|visualization|using,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://jakevdp.github.io/PythonDataScienceHandbook/,329,5,8.816490566037743,depth|data|python|indexing|learning,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://www.w3schools.com/datascience/,433,17,46.800807319131025,python|data|html|free|code,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://towardsdatascience.com/machine-learning-basics-with-examples-part-1-c2d37247ec3d,0,1,100.0,content,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://www.analyticsvidhya.com/blog/2021/09/comprehensive-guide-on-machine-learning/,0,1,100.0,content,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://aws.amazon.com/what-is/deep-learning/,2205,135,36.81302696053655,learning|deep|generative|ai|neural,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://developers.google.com/search/docs/fundamentals/seo-starter-guide,4115,171,54.41522537692927,search|site|google|content|pages,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://digitalmarketinginstitute.com/blog/what-is-seo,243,10,24.878203862660968,marketing|search|digital|seo|optimization,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://www.coursera.org/articles/content-strategy,1539,71,44.28273833069622,content|audience|strategy|goals|ll,"[0.        ,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        ,0.01469577,0.        ,
 0.        ,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ]"
https://www.youtube.com/creators/how-things-work/content-creation-strategy/,855,40,56.6307807170904,viewers|channel|tips|creator|youtube,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://digitalmarketinginstitute.com/blog/what-are-the-most-effective-digital-marketing-strategies,125,5,11.899068965517245,strategy|digital|marketing|search|articles,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://emotive.io/blog/11-essential-digital-marketing-tips,25,1,35.94800000000001,train|automation|hand|team|want,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://www.forbes.com/advisor/business/what-is-digital-marketing/,2550,130,37.40665351857223,marketing|digital|email|seo|social,"[0.        ,0.00761473,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        ,0.00834578,0.        ,
 0.        ,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ]"
https://blog.hubspot.com/marketing/what-is-digital-marketing,11,2,41.60424242424244,marketing|vs|28|traditional|2025,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://www.investopedia.com/terms/s/seo.asp,0,1,100.0,content,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://mailchimp.com/marketing-glossary/content-marketing/,2406,137,47.519812889184465,content|marketing|audience|stage|media,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://sproutsocial.com/insights/social-media-marketing-strategy/,10386,457,37.111621301138996,social|media|marketing|strategy|sprout,"[0.        ,0.00212811,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.01845313,0.00233241,0.        ,
 0.        ,0.        ,0.        ,0.00729759,0.        ,0.        ,
 0.00371403,0.0040028 ]"
https://www.shopify.com/blog/ecommerce-seo-beginners-guide,5096,284,54.75560689907323,ecommerce|seo|keyword|google|keywords,"[0.        ,0.00452216,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.01069429,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.00425292]"
https://www.dollardays.com/?srsltid=AfmBOopXjdOu2Kwq6fwYN9FPfB19MorSOf5UyS0EisxFSAzOm8wbl8KF,0,1,100.0,content,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://www.woot.com/,153,14,55.34060648309517,woot|com|prime|amazon|shipping,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://www.shopmissa.com/?srsltid=AfmBOoqr-F6zzKR-vGPqksAZp1wW4niXlINdN2eAREiMVNtHez_0-gAB,1614,1,86.18206952613966,left|aoa|quick|buy|right,"[0.2366808 ,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.00416749,0.02150748,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.02046632,0.        ,0.        ,
 0.0178562 ,0.00641484]"
https://martie.com/?srsltid=AfmBOoqTEC0QXQ3xYEvV1VWP6OX6EZboYFZDuiiilhyLfDJNbuXIZ97r,5197,17,101.18498897658111,cart|add|oz|99|shop,"[0.01187247,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.00151716,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.00329991,0.        ,0.        ,
 0.00167946,0.00362006]"
https://www.dealsofamerica.com/,1905,36,59.073664039760445,info|view|soft|electric|delivers,"[0.        ,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.01735374,0.00804266,0.        ,
 0.        ,0.        ,0.        ,0.00629092,0.        ,0.        ,
 0.02561357,0.        ]"
https://www.dealnews.com/,3878,127,54.44370716009658,amazon|ago|deals|hrs|popularity,"[0.        ,0.00665115,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.03145807,0.00364484,0.        ,
 0.        ,0.        ,0.        ,0.00570195,0.        ,0.        ,
 0.04933307,0.01251028]"
https://viewyourdeal.com/,551,30,86.17342011834322,retail|deal|shipping|shop|50,"[0.        ,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.00882113,0.01226457,0.        ,
 0.        ,0.        ,0.        ,0.01918654,0.        ,0.        ,
 0.01952957,0.        ]"
https://americasstealsanddeals.com/,911,82,78.88878345864664,99|00|retail|deal|shop,"[0.34706127,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.01774006,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ]"
https://www.pricegrabber.com/,57,4,53.22407894736844,touch|newsletter|valid|rights|delivered,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://www.wikihow.com/Make-Money-Online,282,12,55.27026315789476,money|online|article|reader|blue,"[0.        ,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.05939427,0.        ]"
https://en.wikipedia.org/wiki/Search_engine_optimization,6554,498,51.76903080459908,search|google|retrieved|archived|2007,"[0.        ,0.        ,0.        ,0.00463081,0.        ,0.00499342,
 0.        ,0.        ,0.        ,0.02800543,0.        ,0.        ,
 0.        ,0.        ,0.00521584,0.03045681,0.        ,0.        ,
 0.02480108,0.0100235 ]"
https://simple.wikipedia.org/wiki/Search_engine_optimization,1258,83,42.293783422858866,seo|search|change|hat|engine,"[0.        ,0.        ,0.04021219,0.01939435,0.041826  ,0.020913  ,
 0.02010609,0.        ,0.03636348,0.12901885,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.01275565,0.        ,0.        ,
 0.01298371,0.        ]"
https://en.wikipedia.org/wiki/Content_marketing,3628,246,38.81233515190601,marketing|content|retrieved|2016|brand,"[0.        ,0.06450437,0.05447794,0.        ,0.04533142,0.06799712,
 0.        ,0.05447794,0.0689694 ,0.05720394,0.01767426,0.        ,
 0.01183764,0.        ,0.        ,0.02073705,0.        ,0.        ,
 0.0211078 ,0.01516595]"
https://simple.wikipedia.org/wiki/Content_marketing,455,25,34.31608695652176,change|marketing|content|source|retrieved,"[0.        ,0.        ,0.        ,0.        ,0.04750952,0.        ,
 0.13702925,0.        ,0.        ,0.07993667,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.02897791,0.        ,0.        ,
 0.        ,0.        ]"
https://en.wikipedia.org/wiki/Machine_learning,18773,1351,30.68587377490718,learning|machine|archived|retrieved|data,"[0.        ,0.00151659,0.00409875,0.00197683,0.00639486,0.        ,
 0.00409875,0.00204937,0.        ,0.10281403,0.00166219,0.03714896,
 0.01781253,0.01326749,0.00445313,0.024703  ,0.02388147,0.00742891,
 0.02249786,0.01854187]"
https://simple.wikipedia.org/wiki/Machine_learning,1776,72,-0.9937239681938479,learning|machine|neural|network|computing,"[0.        ,0.01092599,0.01476428,0.05696653,0.        ,0.        ,
 0.        ,0.        ,0.01335119,0.04306406,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.02810014,0.        ,0.        ,
 0.0476709 ,0.02055091]"
https://en.wikipedia.org/wiki/Artificial_intelligence,37146,2982,42.088388090908694,ai|2024|archived|retrieved|2023,"[0.        ,0.0017574 ,0.        ,0.00229071,0.        ,0.00247008,
 0.00237477,0.        ,0.00322122,0.08727602,0.00481529,0.01537408,
 0.01290049,0.01383667,0.00645024,0.01807914,0.01383667,0.00286949,
 0.02376974,0.02561782]"
https://simple.wikipedia.org/wiki/Artificial_intelligence,3512,146,12.855300946417515,intelligence|artificial|ai|change|neural,"[0.        ,0.        ,0.        ,0.00958621,0.01033684,0.        ,
 0.01987601,0.01987601,0.00898684,0.02318953,0.        ,0.        ,
 0.02159453,0.        ,0.        ,0.01260969,0.        ,0.        ,
 0.00641757,0.01383306]"
https://en.wikipedia.org/wiki/Digital_marketing,11368,853,35.72704411736916,marketing|digital|advertising|brand|archived,"[0.        ,0.00234315,0.        ,0.        ,0.        ,0.00329337,
 0.        ,0.0063326 ,0.00286325,0.10528334,0.00770431,0.        ,
 0.0378407 ,0.        ,0.05160095,0.01406129,0.        ,0.04591094,
 0.0265807 ,0.03305462]"
https://simple.wikipedia.org/wiki/Digital_marketing,338,14,22.39366310160429,marketing|change|digital|channels|source,"[0.        ,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.03076314,0.        ,0.        ,
 0.03131315,0.        ]"
https://www.reuters.com/technology/artificial-intelligence/,0,1,100.0,content,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://www.cnbc.com/artificial-intelligence/,0,1,100.0,content,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://www.bbc.com/news/topics/c404v061z99t,0,1,100.0,content,"[0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.]"
https://www.theguardian.com/technology/artificialintelligenceai,362,5,59.68571785051071,edt|oct|2025|ai|28,"[0.06163132,0.        ,0.05400298,0.        ,0.        ,0.02808512,
 0.        ,0.10800596,0.02441718,0.0315029 ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.01713021,0.        ,0.        ,
 0.05230944,0.01879216]"
https://apnews.com/hub/artificial-intelligence,537,6,-18.804301675977626,ai|nvidia|openai|microsoft|google,"[0.        ,0.06465102,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.        ,0.        ,0.        ,
 0.        ,0.        ]"
https://abcnews.go.com/alerts/technology,2081,60,39.76118685419061,ago|months|pm|october|2025,"[0.        ,0.01993396,0.01795783,0.        ,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.04190315,0.        ,0.        ,
 0.        ,0.        ,0.        ,0.01139276,0.        ,0.        ,
 0.01159645,0.0187471 ]"
